lat,lon,pc_code,pc_location,pc_name,ps_male,ps_female,ps_total
33.757449430000065,69.37177225000009,1302195,"Noora Khel, Machalgho",Machalgho High School,4,2,6
33.72077247000005,69.78256310000009,1310167,"Lowarry, Peeran",Chinar Mosque,0,4,4
33.337777770000024,69.97111111000004,1401043,Latak Haji Omer Khan Village,Gul Mar Jan Hojra,3,1,4
33.36277777000011,69.79611111000007,1402094,Warza Village,Warza Village Mosque,1,1,2
33.17484773000014,69.77792093000002,1404142,Sinaki,Esa Khel Mosque,4,1,5
33.30250000000007,69.66277777000006,1406118,Pakai Village,Juma Noor Hojra,1,1,2
34.90182354000011,71.18520898000008,1501010,Sagai,Primary School,4,2,6
34.78804804000008,71.10785927000008,1505039,Sarkany,Girls School,3,1,4
34.970484110000044,70.87692997000005,1507030,Kandro,Kandro Village Madrassa,1,3,4
34.95692357000003,70.45767337000004,1604013,Maleel,Maleel Wa Mashqa Secondary School,3,2,5
37.26114579000005,70.60078224000003,1701001,Faiz Abad,Faizi Shaheed School,3,1,4
37.260940399999996,70.69623054000003,1701022,Palang Dara,Palang Dara School,1,1,2
37.11210881000008,70.3610657400001,1702059,Arghand Village,Arghand Secondary School,5,4,9
37.23021745000001,70.43883940000006,1704035,Dahan Sabat,Lab Darya Kokcha School,2,1,3
36.97018977000005,70.30123011000009,1707064,Langar,Shahr-E-Saadat Girls High School,3,2,5
37.47758473,70.46428399000006,1709133,Bed Payan,Qataar Bed Payan School,1,1,2
36.89013519000009,70.26799292000003,1711183,Bazar Teshkan,Bazar Teshkan School,1,1,2
37.24339781000001,70.05734737000007,1713147,Malwan,Malwan School,1,1,2
36.79340121000008,70.02293430000005,1715161,Madana,Qara Bala School,2,2,4
37.83465431000009,70.42384284000005,1720241,Raween Zaar,Raween Zaar School,2,1,3
36.70026816000005,71.57970045000006,1723198,Torbat,Torbat Mosque,2,1,3
38.44329255999999,70.80287260000004,1727271,Darwaza Payeen District Office,District Building,2,1,3
36.770873430000094,69.51405172000005,1801009,Gunbad Village,Sray Sang High School,3,3,6
36.759708400000214,69.42816105,1801031,Takhta Koparak,Takhta Koparak Madrassa,2,1,3
36.76673376900008,69.33581534100007,1803189,Hassan Noor Ali,Raketi Mosque,2,1,3
36.78593645000001,69.81262860000004,1807195,Qoroq Saay,Qoroq Saay Primary School,1,1,2
37.000800600000005,69.37659629000005,1809056,Chebq,Chebq Mosque,2,2,4
36.977548779000024,69.72721451300004,1810118,Narastan Village,Narastan Primary School,1,1,2
36.442139960000034,69.3347581500001,1811070,Baad Guzar,Baad Guzar Primary School,3,1,4
36.11807266000006,70.24337571000007,1813182,Pyo,Pyo Primary School,2,1,3
37.293110000000155,69.80869000000006,1816135,Khulyan,Imam Azam High School,2,2,4
36.71477922000003,68.85351826000003,1901002,14Th Road,Veterinary Clinic,3,2,5
36.75407945000012,68.83572382000007,1901024,D03 - Nahia 3,Zar Khareed Otmanzai High School,3,2,5
36.82878112000005,68.68143154000008,1901047,Qashlesh Wakil Qara Village,Qashlesh School,2,1,3
36.56158170000006,68.89014772000003,1903208,Arz Begi Village,Arza Begi Girls Secondary School,2,2,4
